participant_id,self_understanding,minivlat_score,difficulty_rating,sentence,minivlat_time,predictions,level_1,level_2,level_3,level_4,image
0091af143849d9b6fb0d4034,3,9,3,"Both the Y and X axis have the same units, ranging from -3 to 3, for 7 values.",4.404683333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-236684.png
0091af143849d9b6fb0d4034,3,9,3,"The overall visual image is of the letter X, which is fainter near the end values of -3 and 3, and very bold from -2 to 2.",4.404683333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-236684.png
0091af143849d9b6fb0d4034,3,9,5,"This is a line graph showing three values: cloture invoked, votes on cloture and cloture motions filed.",4.404683333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
0091af143849d9b6fb0d4034,3,9,5,"Data values from 1917-1964 are very small, usually zero, but never higher than 5.",4.404683333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-76637.png
0091af143849d9b6fb0d4034,3,9,5,"Starting in 1965 values increase with peaks in 1973, 1987, 1997 and 2007.",4.404683333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-76637.png
0091af143849d9b6fb0d4034,3,9,5,"Motions filed is always largest (or equal to other values) Votes on Cloture is next largest, and Cloture invoked is smallest.",4.404683333,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-76637.png
0091af143849d9b6fb0d4034,3,9,5,"In the peak year, 2007, values were 140, 110 and 60.",4.404683333,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-76637.png
67bc0ef1ba6bdf3eac29a04b,5,10,3,A chart showing York City's highest and average league attendance declining gradually between 1932 and 2015.,3.3428,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
67bc0ef1ba6bdf3eac29a04b,5,10,4,"A chart comparing the breakdown in population by age for the following regions: England and Wales, County Durham, and Bishop Auckland.",3.3428,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-245143.png
67bc0ef1ba6bdf3eac29a04b,5,10,4,All three regions have similar breakdowns across ages with all three peaking between the ages of 30-54.,3.3428,"[0, 0, 1, 0]",0,0,1,0,prolific/train-0-245143.png
67bc0ef1ba6bdf3eac29a04b,5,10,1,A chart showing the altitude of InflateSail declining gradually from 470 km to 390 km during August 2017.,3.3428,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-183840.jpg
efe6ccbfe2bf8e8c2f6f048d,5,9,2,There is a downward trajectory line right left to right.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-183840.jpg
efe6ccbfe2bf8e8c2f6f048d,5,9,2,The x-axis or height indicates the mean height in kilometers and the y-axis represents a specific time.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-183840.jpg
efe6ccbfe2bf8e8c2f6f048d,5,9,2,There is a downward trajectory line left to right starting at 480km to 390km.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-183840.jpg
efe6ccbfe2bf8e8c2f6f048d,5,9,2,The x-axis or height indicates the mean height in kilometers and the y-axis represents a specific time in August 2017.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-183840.jpg
efe6ccbfe2bf8e8c2f6f048d,5,9,3,There are three bars that each represent a different political party in Canada.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
efe6ccbfe2bf8e8c2f6f048d,5,9,3,The height of the bar represents the amount in millions.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
efe6ccbfe2bf8e8c2f6f048d,5,9,3,The Conversative Party has raised $17.7 million dollars with $7 million in fundraising expenses.,3.087766667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-14152.png
efe6ccbfe2bf8e8c2f6f048d,5,9,3,The Liberal Party has raised $9.06 million dollars with $2 million in fundraising expenses.,3.087766667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-14152.png
efe6ccbfe2bf8e8c2f6f048d,5,9,3,The New Democratic Party has raised $4.01 million dollars with $2 million in fundraising expenses.,3.087766667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-14152.png
efe6ccbfe2bf8e8c2f6f048d,5,9,3,The total of all three parties combined is $30.77 million dollars raised with $11.19 million being expenses.,3.087766667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-14152.png
efe6ccbfe2bf8e8c2f6f048d,5,9,4,The graph represents Portugal's Debt in percent of GDP vs Eurozone's average.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-191651.png
efe6ccbfe2bf8e8c2f6f048d,5,9,4,There is a data point for every year from 1999 to 2019.,3.087766667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-191651.png
efe6ccbfe2bf8e8c2f6f048d,5,9,4,"Portugal starts off at 51%, lower than Eurozone.",3.087766667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-191651.png
efe6ccbfe2bf8e8c2f6f048d,5,9,4,"Between 2006-2008, both Portugal and Eurozone are about the same, hovering near 70%.",3.087766667,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-191651.png
efe6ccbfe2bf8e8c2f6f048d,5,9,4,"However, Portugal rises beyond Eurozone to a peak of 130 in 2013, and has since dropped by 1 every year.",3.087766667,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-191651.png
efe6ccbfe2bf8e8c2f6f048d,5,9,4,Eurozone has stayed steady below 100 and is dropping consistently since 2013.,3.087766667,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-191651.png
fb3f405c3c1127296f38fc6f,2,11,1,There are a total of eighth bars represented as four in the front and four directly behind.,3.237966667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
fb3f405c3c1127296f38fc6f,2,11,1,"The four bars in the front represent fundraising expenses, and the four bars in the back represent subsidized contributions raised.",3.237966667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
fb3f405c3c1127296f38fc6f,2,11,1,"Each pairing represents a party: conservative, liberal, and new democratic.",3.237966667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
fb3f405c3c1127296f38fc6f,2,11,1,The last pairing in the total of the three parties.,3.237966667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-14152.png
fb3f405c3c1127296f38fc6f,2,11,1,"The increment is by the $5 million, and the maximum is $30 million.",3.237966667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-14152.png
fb3f405c3c1127296f38fc6f,2,11,3,This is a graph that shows the yearly total values: total asset and net assets.,3.237966667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-105181.jpg
fb3f405c3c1127296f38fc6f,2,11,3,"It is in increments of 200,000, with the maximum being 2,000,000.",3.237966667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-105181.jpg
fb3f405c3c1127296f38fc6f,2,11,1,"This is a pie chart with five categories: LOHAs, naturalites, drifters, conventionals, and unconcerned.",3.237966667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-480642.png
18b2b048c3f57a0237d6f132,2,9,5,A line graph of the York City F.C.'S LEAGUE attendances of Bootham Crescent from 1932 broken down in years,7.268133333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-62319.png
18b2b048c3f57a0237d6f132,2,9,3,a line graph broken down by years showing the closure voting from the us senate from 1917 to 2014,7.268133333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-76637.png
18b2b048c3f57a0237d6f132,2,9,4,a line graph showing the different elections in Croatia from 1992 to 2016,7.268133333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-472392.png
84544a359e3f0b9463133a8f,3,10,4,Chart showing the change in average orbit height during August 2017.,5.8929,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-183840.jpg
84544a359e3f0b9463133a8f,3,10,4,"There is a decline over the course of the month, starting at 471 km at the beginning of the month and curving downward, ending at 390 km at the end of the month.",5.8929,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-183840.jpg
84544a359e3f0b9463133a8f,3,10,4,Line chart depicting Sovereign CDS loss of confidence in creditworthiness of 11 EU countries.,5.8929,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-359850.png
84544a359e3f0b9463133a8f,3,10,4,"There is pronounced spike in Greece's creditworthiness, climbing from $500,000 in July 2011 to 25 million by February 2012.",5.8929,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-359850.png
84544a359e3f0b9463133a8f,3,10,4,Greece's creditworthiness plummets to 6 million in April 2012 and bounces back up to 17 million by January 2013.,5.8929,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-359850.png
84544a359e3f0b9463133a8f,3,10,5,Density chart illustrating Joint range of X {\displaystyle X} and Y {\displaystyle Y}.,5.8929,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-236684.png
84544a359e3f0b9463133a8f,3,10,5,"Both X & Y axis gets darker and denser as it gets closer to 0,0, creating the appearance of an X at the center (intersecting lines)",5.8929,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-236684.png
493b5ccf0a484dbef5c8463f,4,10,2,The image included on this page contains a bar graph depicting a comparison of data from 1987 and 2003.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,The y-axis shows the number of recipients that were described in the caption and spans from 0 to 6 million recipients.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,The x-axis shows the amount of payments the recipients received and spans from 1 to 5 payments.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,The bar graph shows that the number of both the recipients and payments drastically increased in 2003 in comparison to 1987.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,"The y-axis shows the number of recipients that were described in the caption, and spans from 0 to 6 million recipients.",12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,"The x-axis shows the amount of payments the recipients received and spans from 1 to 5 payments. 500,000 recipients received 1 payment in 1987 while 1.5 million recipients received 1 payment in 2003. 2.5 million recipients received 2 payments in 1987 while 4 million recipients received 2 payments in 2003.",12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,Just under 3.5 million recipients received 3 payments in 1987 while just under 6 million recipients received 3 payments in 2003.,12.61016667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,"Under 500,000 recipients received 4 payments in both 1987 and 2003, though more recipients received the 4 payments in 2003 than in 1987.",12.61016667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,2,Just over 3 million recipients received 5 payments in 1987 while 5.5 million recipients received payments in 2003.,12.61016667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-29695.png
493b5ccf0a484dbef5c8463f,4,10,1,The image on this page features a line graph.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-191651.png
493b5ccf0a484dbef5c8463f,4,10,1,The y-axis shows the Debt in Percent of GDP ranging from 0 to 150% in increments of 50.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-191651.png
493b5ccf0a484dbef5c8463f,4,10,1,The x-axis shows Years from 1999 to 2019.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-191651.png
493b5ccf0a484dbef5c8463f,4,10,1,The graph shows Portugal experienced a large increase in comparison to the Eurozone average starting in 2008 until 2014.,12.61016667,"[1, 0, 1, 0]",1,0,1,0,prolific/train-0-191651.png
493b5ccf0a484dbef5c8463f,4,10,1,"After Portugal's peak debt percentage in 2014, the debt percentage has steadily started to decline.",12.61016667,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-191651.png
493b5ccf0a484dbef5c8463f,4,10,1,"The y-axis shows the Debt in Percent of GDP, ranging from 0 to 150%, in increments of 50.",12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-191651.png
493b5ccf0a484dbef5c8463f,4,10,3,The image on this page features a bar graph comparing the three counties listed in the caption.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-245143.png
493b5ccf0a484dbef5c8463f,4,10,3,The y-axis show the Percentage of the Population while the x-axis shows the Age Groups.,12.61016667,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-245143.png
493b5ccf0a484dbef5c8463f,4,10,3,The percentages range from 0 to 9% in increments of 1.,12.61016667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-245143.png
493b5ccf0a484dbef5c8463f,4,10,3,The Age Groups range from 0 to 90+ in increments of 4 years.,12.61016667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-245143.png
68a29732e10c30e62bff25ae,4,10,1,A bar graph showing the declining population,3.733383333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-448110.png
68a29732e10c30e62bff25ae,4,10,4,A bar graph showing population growth increasing over time with a few periods of modest decreasing,3.733383333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-370954.png
68a29732e10c30e62bff25ae,4,10,5,"A combination of different graphs on a single chart, including red and pink bars, a blue line, and blue dots. ",3.733383333,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-24640.png
eb5cb1fa4af9aad4594437a9,5,9,1,Yearly population of Tiilerilaaq from 1991 to 2010.,11.0943,"[1, 1, 0, 0]",1,1,0,0,prolific/train-0-448110.png
eb5cb1fa4af9aad4594437a9,5,9,2,Data from 2009 to 2016 which shows a positive correlation between the number of injuries from e-cigarette explosions and fires and e-cigarette sales trend.,11.0943,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-407025.png
eb5cb1fa4af9aad4594437a9,5,9,1,This bar graph shows the population growth in Ikerasaarsuk from 1991 to 2010.,11.0943,"[1, 0, 0, 0]",1,0,0,0,prolific/train-0-370954.png
eb5cb1fa4af9aad4594437a9,5,9,1,There was a spike in growth in the late 1990s.,11.0943,"[0, 1, 1, 0]",0,1,1,0,prolific/train-0-370954.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1991, the population growth 209.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1992, it was 181.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1992, it was 179.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1994, it was 192.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1995, it was 176.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1996, it was 163.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1997, it was 153.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1998, it was 155.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 1999, it was 155.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 2000, it was 146.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 2001, it was 152.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 2002, it was 155.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 2003, it was 151.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
56ebca742267d1ecbf0a722e,4,10,2,"In 2004, it was 160.",5.725366667,"[0, 1, 0, 0]",0,1,0,0,prolific/train-0-448110.png
